t_s,B_aplicado_T,M_proj,S
0.0023824752093819265,1.429485125629156e-05,0.3738601807931967,0.37395277476550054
0.004764950418763853,2.858970251258312e-05,0.37520737802800086,0.37529876818947255
0.007147425628145779,4.2884553768874674e-05,0.37749956755403025,0.37758908753064857
0.009529900837527706,5.717940502516624e-05,0.3807489383726792,0.38083608490483345
0.011912376046909633,7.14742562814578e-05,0.3849481979339891,0.38503266523396035
0.014294851256291558,8.576910753774935e-05,0.3900694223805974,0.39015112100404387
0.016677326465673485,0.00010006395879404091,0.39606291282774053,0.3961419718247743
0.019059801675055412,0.00011435881005033248,0.4028563033160482,0.4029330559649844
0.02144227688443734,0.00012865366130662405,0.4103542217994807,0.4104291763792169
0.023824752093819266,0.0001429485125629156,0.41843883587938757,0.41851263342486106
0.026207227303201193,0.00015724336381920715,0.4269716036979142,0.42704496450987794
0.028589702512583116,0.0001715382150754987,0.4357964833141287,0.4358701435941149
0.030972177721965043,0.00018583306633179026,0.44474472500812257,0.4448193651960366
0.03335465293134697,0.00020012791758808183,0.4536411881025893,0.4537173562012799
0.0357371281407289,0.00021442276884437342,0.4623119110560207,0.46238994775745973
0.038119603350110824,0.00022871762010066496,0.4705924576659691,0.4706724345721
0.04050207855949275,0.0002430124713569565,0.47833640391831017,0.4784180893991707
0.04288455376887468,0.0002573073226132481,0.4854232516975972,0.4855061183085107
0.0452670289782566,0.0002716021738695396,0.4917650709342178,0.4918483523121848
0.04764950418763853,0.0002858970251258312,0.49731127205054093,0.4973940668488185
0.050031979397020455,0.00030019187638212274,0.5020510702535184,0.5021324795532123
0.052414454606402386,0.0003144867276384143,0.5060133942188453,0.5060926714994651
0.05479692981578431,0.0003287815788947059,0.5092641988053692,0.5093408910212199
0.05717940502516623,0.0003430764301509974,0.511901365913387,0.5119754306385391
0.05956188023454816,0.000357371281407289,0.5140476203096915,0.514119514888906
0.06194435544393009,0.0003716661326635805,0.5158421215319575,0.5159128724961527
0.06432683065331202,0.0003859609839198721,0.5174315566522573,0.5175028286775482
0.06670930586269394,0.00040025583517616366,0.5189615848363749,0.5190357760935679
0.06909178107207586,0.00041455068643245517,0.5205693522730381,0.5206497445051517
0.0714742562814578,0.00042884553768874684,0.5223775529381257,0.5224685369232539
0.07385673149083972,0.00044314038894503836,0.5244902426674084,0.5245976214205714
0.07623920670022165,0.0004574352402013299,0.526990387905242,0.5271217340174232
0.07862168190960357,0.00047173009145762144,0.5299389630977686,0.5301039807047286
0.0810041571189855,0.000486024942713913,0.5333752873033029,0.5335861120777124
0.08338663232836743,0.0005003197939702046,0.5373182056479169,0.5375895724478736
0.08576910753774936,0.0005146146452264962,0.5417676978490855,0.5421169130342237
0.08815158274713128,0.0005289094964827876,0.5467065677527038,0.5471532352480883
0.0905340579565132,0.0005432043477390792,0.5521020421363981,0.5526675039939726
0.09291653316589514,0.0005574991989953709,0.5579073411265776,0.55861380550574
0.09529900837527706,0.0005717940502516623,0.5640634901396715,0.564932839644899
0.09768148358465899,0.0005860889015079539,0.5705017301467317,0.5715540406269478
0.10006395879404091,0.0006003837527642455,0.577146794252047,0.5783986521112451
0.10244643400342283,0.000614678604020537,0.5839210713511553,0.5853838471476168
0.10482890921280477,0.0006289734552768286,0.5907493602598299,0.5924276550263085
0.1072113844221867,0.0006432683065331202,0.5975636502791972,0.5994541498298505
0.10959385963156862,0.0006575631577894118,0.604307241752621,0.6063981739530937
0.11197633484095054,0.0006718580090457033,0.6109375720495055,0.6132088668861763
0.11435881005033247,0.0006861528603019948,0.6174273020264157,0.6198514343157487
0.1167412852597144,0.0007004477115582865,0.6237634803784131,0.6263068719460885
0.11912376046909633,0.000714742562814578,0.6299448896191158,0.6325696933803965
0.12150623567847825,0.0007290374140708695,0.6359779713893653,0.6386440599054347
0.12388871088786017,0.000743332265327161,0.641872020229252,0.6445390368556309
0.1262711860972421,0.0007576271165834527,0.647634573391347,0.6502639445616125
0.12865366130662403,0.0007719219678397442,0.6532680010976858,0.6558248274453007
0.13103613651600596,0.0007862168190960357,0.65876809803262,0.661222828045564
0.13341861172538788,0.0008005116703523273,0.6641249604735594,0.6664547099949182
0.1358010869347698,0.0008148065216086189,0.6693257301448119,0.6715150709121189
0.13818356214415173,0.0008291013728649103,0.6743581543217126,0.6763991949572505
0.14056603735353365,0.0008433962241212019,0.6792136205857957,0.6811052775079777
0.1429485125629156,0.0008576910753774937,0.6838885119286559,0.6856350158205007
0.14533098777229753,0.0008719859266337851,0.6883833337679591,0.6899921958455076
0.14771346298167945,0.0008862807778900767,0.6926998638747831,0.6941796684125493
0.15009593819106137,0.0009005756291463683,0.6968372702276523,0.6981957134068916
0.1524784134004433,0.0009148704804026598,0.7007884654239825,0.7020310099812965
0.15486088860982522,0.0009291653316589513,0.7045378045100316,0.7056671786826856
0.15724336381920714,0.0009434601829152429,0.7080607085274583,0.7090772740900775
0.15962583902858907,0.0009577550341715344,0.7113252303930179,0.7122280208152405
0.162008314237971,0.000972049885427826,0.7142952850949186,0.7150833384505122
0.16439078944735294,0.0009863447366841177,0.7169353012480677,0.7176088612702048
0.16677326465673487,0.0010006395879404092,0.7192161621721178,0.7197774343988932
0.1691557398661168,0.0010149344391967008,0.7211221277391994,0.7215755135040653
0.1715382150754987,0.0010292292904529924,0.7226578072108987,0.7230097820928026
0.17392069028488064,0.0010435241417092837,0.7238534495954465,0.7241123852931133
0.17630316549426256,0.0010578189929655753,0.7247664405870902,0.7249426348795331
0.17868564070364448,0.0010721138442218669,0.7254775092776847,0.725583519162694
0.1810681159130264,0.0010864086954781584,0.7260817623429898,0.7261329192768251
0.18345059112240833,0.00110070354673445,0.7266765363826495,0.7266913580200647
0.18583306633179028,0.0011149983979907418,0.7273491365335795,0.727349307424041
0.1882155415411722,0.0011292932492470333,0.7281672438698089,0.7281769415456756
