t_s,B_T,M_proj,S,B_r
5.121588446879756,0.026605751014538232,0.9999999488056925,0.9999999488056924,0.002413793103448275
5.122574885332544,0.026939099181342456,0.9999999619211705,0.9999999619211705,0.002413793103448275
5.123561323785333,0.02727244734814698,0.9999999720811902,0.9999999720811902,0.002413793103448275
5.124547762238122,0.0276057955149515,0.9999999795615208,0.9999999795615209,0.002413793103448275
5.125534200690911,0.027939143681756023,0.9999999847551271,0.9999999847551272,0.002413793103448275
5.1265206391437,0.02827249184856055,0.9999999880863046,0.9999999880863046,0.002413793103448275
5.127507077596489,0.028605840015365074,0.9999999899360539,0.9999999899360539,0.002413793103448275
5.128493516049278,0.028939188182169596,0.9999999905891894,0.9999999905891894,0.002413793103448275
5.129479954502067,0.02927253634897412,0.999999990209621,0.999999990209621,0.002413793103448275
5.1304663929548555,0.02960588451577864,0.9999999888453273,0.9999999888453273,0.002413793103448275
5.131452831407644,0.029939232682583167,0.9999999864595702,0.9999999864595702,0.002413793103448275
5.132439269860433,0.03027258084938769,0.9999999829806507,0.9999999829806507,0.002413793103448275
5.133425708313222,0.03060592901619221,0.9999999783596552,0.999999978359655,0.002413793103448275
5.134412146766011,0.030939277182996737,0.9999999726246357,0.9999999726246357,0.002413793103448275
5.1353985852188,0.031272625349801256,0.9999999659206346,0.9999999659206346,0.002413793103448275
5.136385023671589,0.03160597351660578,0.9999999585276939,0.9999999585276939,0.002413793103448275
5.137371462124378,0.03193932168341031,0.9999999508530378,0.9999999508530379,0.002413793103448275
5.138357900577167,0.032272669850214826,0.9999999433982191,0.9999999433982191,0.002413793103448275
5.139344339029956,0.03260601801701935,0.999999936706429,0.999999936706429,0.002413793103448275
5.1403307774827445,0.03293936618382388,0.9999999312986086,0.9999999312986086,0.002413793103448275
5.141317215935533,0.0332727143506284,0.9999999276088821,0.9999999276088822,0.002413793103448275
5.142303654388322,0.03360606251743292,0.9999999259298752,0.9999999259298752,0.002413793103448275
5.143290092841111,0.03393941068423745,0.9999999263766876,0.9999999263766876,0.002413793103448275
5.1442765312939,0.03427275885104197,0.9999999288750251,0.9999999288750251,0.002413793103448275
5.145262969746689,0.0346061070178465,0.9999999331748449,0.9999999331748448,0.002413793103448275
5.146249408199477,0.03493945518465072,0.9999999388866083,0.9999999388866083,0.002413793103448275
5.147235846652266,0.035272803351455245,0.9999999455336103,0.9999999455336103,0.002413793103448275
5.148222285105055,0.035606151518259764,0.9999999526115021,0.9999999526115021,0.002413793103448275
5.149208723557844,0.03593949968506429,0.9999999596454343,0.9999999596454344,0.002413793103448275
5.1501951620106325,0.03627284785186881,0.999999966236275,0.999999966236275,0.002413793103448275
5.151181600463421,0.036606196018673334,0.9999999720898638,0.9999999720898638,0.002413793103448275
5.15216803891621,0.03693954418547786,0.9999999770267173,0.9999999770267173,0.002413793103448275
5.153154477368999,0.03727289235228238,0.9999999809732976,0.9999999809732977,0.002413793103448275
5.154140915821788,0.037606240519086905,0.9999999839392105,0.9999999839392105,0.002413793103448275
5.155127354274577,0.03793958868589143,0.9999999859868698,0.9999999859868698,0.002413793103448275
5.156113792727366,0.038272936852695956,0.9999999872009053,0.9999999872009053,0.002413793103448275
5.157100231180155,0.038606285019500475,0.999999987663813,0.999999987663813,0.002413793103448275
5.158086669632944,0.038939633186304994,0.9999999874422904,0.9999999874422904,0.002413793103448275
5.159073108085733,0.03927298135310952,0.9999999865858485,0.9999999865858485,0.002413793103448275
5.1600595465385215,0.039606329519914045,0.9999999851362964,0.9999999851362964,0.002413793103448275
5.16104598499131,0.03993967768671857,0.9999999831441699,0.9999999831441699,0.002413793103448275
5.162032423444099,0.040273025853523096,0.9999999806866873,0.9999999806866873,0.002413793103448275
5.163018861896888,0.040606374020327615,0.9999999778815967,0.9999999778815967,0.002413793103448275
5.164005300349677,0.04093972218713214,0.9999999748923936,0.9999999748923936,0.002413793103448275
5.164991738802466,0.04127307035393666,0.9999999719224832,0.9999999719224832,0.002413793103448275
5.165978177255255,0.041606418520741185,0.9999999691985026,0.9999999691985026,0.002413793103448275
5.166964615708044,0.04193976668754571,0.9999999669455545,0.9999999669455545,0.002413793103448275
5.167951054160833,0.04227311485435023,0.9999999653590105,0.9999999653590105,0.002413793103448275
5.168937492613622,0.042606463021154756,0.9999999645783796,0.9999999645783798,0.002413793103448275
5.16992393106641,0.042939811187958976,0.9999999646683624,0.9999999646683624,0.002413793103448275
5.1709103695191985,0.0432731593547635,0.9999999656107292,0.9999999656107292,0.002413793103448275
5.171896807971987,0.04360650752156803,0.999999967308437,0.9999999673084369,0.002413793103448275
5.172883246424776,0.04393985568837255,0.9999999696009282,0.9999999696009282,0.002413793103448275
5.173869684877565,0.04427320385517708,0.9999999722874251,0.9999999722874251,0.002413793103448275
5.174856123330354,0.0446065520219816,0.9999999751536535,0.9999999751536536,0.002413793103448275
5.175842561783143,0.044939900188786124,0.9999999779971165,0.9999999779971165,0.002413793103448275
