t_s,B_applied_T,M_proj,S,B_r
0.15168820690963628,0.0,0.42977455426012734,0.43797144981869984,0.0
0.1654780439014214,0.0,0.4237328519752286,0.4322215318005691,0.0
0.1792678808932065,0.0,0.41673267927780866,0.42558101673913246,0.0
0.19305771788499163,0.0,0.40893483414837817,0.4181837676821857,0.0
0.20684755487677672,0.0,0.400576980730324,0.4102115594415329,0.0
0.22063739186856185,0.0,0.3919694156299165,0.4018983595057461,0.0
0.23442722886034698,0.0,0.38342655170053036,0.3934779762671197,0.0
0.24821706585213207,0.0,0.37521579012242146,0.38515250241746585,0.0
0.2620069028439172,0.0,0.3675379373946482,0.37709441952551226,0.0
0.2757967398357023,0.0,0.3605142363175233,0.3694491621384216,0.0
0.28958657682748745,0.0,0.35417295859392794,0.3623180181381368,0.0
0.30337641381927255,0.0,0.3484548137848028,0.3557385668083682,0.0
0.31716625081105765,0.0,0.3432457594222136,0.34968596044456374,0.0
0.3309560878028428,0.0,0.33841975684628056,0.3440946213384603,0.0
0.3447459247946279,0.0,0.33386900959563814,0.3388836232614379,0.0
0.5102239686960492,0.0,0.2779387624535476,0.27870714947720054,0.0
0.5240138056878344,0.0,0.2716445567629219,0.2722344437889355,0.0
0.5378036426796196,0.0,0.2652307092563929,0.2656871783533546,0.0
0.5515934796714046,0.0,0.25886447589611583,0.2592263563220566,0.0
0.5653833166631897,0.0,0.25270530289530124,0.2530031215819933,0.0
0.5791731536549749,0.0,0.24687818505540418,0.24713428719884425,0.0
0.59296299064676,0.0,0.24146046328570792,0.24169037598901322,0.0
0.6067528276385451,0.0,0.2364828193832928,0.2366969736631452,0.0
0.6205426646303303,0.0,0.2319394929665391,0.23214479040387836,0.0
0.6343325016221153,0.0,0.22780143724380122,0.22800247165538032,0.0
0.6481223386139005,0.0,0.22402799134134327,0.22422790811984097,0.0
0.6619121756056856,0.0,0.22057522155983905,0.22077626662095087,0.0
0.6757020125974706,0.0,0.217400903072753,0.21760473585992937,0.0
0.6894918495892558,0.0,0.21446693224932534,0.21467477843147081,0.0
0.8549698934906772,0.0,0.18966713848338856,0.18989340879285646,0.0
0.8687597304824622,0.0,0.18807398850052842,0.18829171797409072,0.0
0.8825495674742474,0.0,0.18651993017340887,0.18672709803305204,0.0
0.8963394044660326,0.0,0.18500102142641117,0.18519567820707958,0.0
0.9101292414578176,0.0,0.1835139177714869,0.18369423753883377,0.0
0.9239190784496027,0.0,0.18205585922402517,0.18222019604750817,0.0
0.9377089154413879,0.0,0.18062466448132075,0.18077161372469633,0.0
0.951498752433173,0.0,0.17921872556372648,0.1793471901814218,0.0
0.9652885894249581,0.0,0.1778369969331447,0.17794625850291393,0.0
0.9790784264167433,0.0,0.17647897389999165,0.1765687675868875,0.0
0.9928682634085283,0.0,0.1751446559468809,0.17521524799961377,0.0
1.0066581004003134,0.0,0.17383449154364838,0.17388675730674436,0.0
1.0204479373920985,0.0,0.17254930223132126,0.17258480206732224,0.0
1.0342377743838838,0.0,0.17129018530940074,0.17131123533131964,0.0
1.0480276113756688,0.0,0.1700583963987558,0.1700681305877178,0.0
1.2135056552770902,0.0,0.15751595762922838,0.15794541924550645,0.0
1.2272954922688752,0.0,0.15660827339991407,0.15713914229252257,0.0
1.2410853292606605,0.0,0.1557062263803975,0.15635002439341497,0.0
1.2548751662524456,0.0,0.15480614791162856,0.15557416809330415,0.0
1.2686650032442306,0.0,0.15390478346871844,0.1548079431755121,0.0
1.2824548402360159,0.0,0.1529994145694743,0.15404811141228408,0.0
1.296244677227801,0.0,0.15208794542065346,0.15329191839068945,0.0
1.310034514219586,0.0,0.15116895289336688,0.15253715103042598,0.0
1.3238243512113712,0.0,0.1502417017614541,0.1517821626549638,0.0
1.3376141882031563,0.0,0.14930612961739662,0.15102586983420377,0.0
1.3514040251949413,0.0,0.14836280730980717,0.15026772652375459,0.0
